biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,6.937,25.91,0.559,0.0
,0.0,0.0,0.0,7.117,26.94,0.556,0.0
,11.058,2.884,11.058,7.463,28.62,0.554,0.028
23.176,2.563,3.507,13.62,7.767,30.16,0.543,0.032
15.104,2.057,3.988,15.678,8.231,32.36,0.534,0.033
22.376,3.508,4.821,19.186,9.76,38.84,0.597,0.038
30.199,5.794,6.203,24.98,10.451,42.09,0.597,0.046
16.575,4.14,7.146,29.12,12.294,50.1,0.652,0.051
32.176,9.37,9.336,38.49,13.323,54.93,0.693,0.065
15.365,5.914,10.645,44.404,15.192,63.37,0.769,0.074
16.567,7.356,12.265,51.76,18.708,78.95,0.867,0.081
10.561,5.466,13.407,57.227,20.801,88.79,0.907,0.085
20.457,11.707,15.967,68.934,22.508,97.17,0.947,0.099
35.203,24.267,21.35,93.201,25.155,109.81,1.013,0.13
12.061,11.241,23.67,104.442,28.691,126.6,1.105,0.142
-15.312,-15.992,19.84,88.45,33.228,148.14,1.275,0.118
29.468,26.064,25.431,114.514,33.405,150.42,1.237,0.15
-4.441,-5.085,24.066,109.429,38.818,176.51,1.372,0.138
27.143,29.702,30.32,139.131,43.872,201.32,1.475,0.17
20.783,28.916,36.313,168.048,49.38,228.52,1.623,0.199
6.67,11.209,38.442,179.257,53.887,251.28,1.761,0.214
12.652,22.679,43.026,201.936,64.442,302.45,1.965,0.229
8.683,17.534,46.484,219.47,,,,0.243
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,25.71,0.636,
,,,,,26.73,0.632,
,,,,,28.45,0.631,
,,,,,30.04,0.619,
,,,,,32.24,0.606,
,,,,,38.77,0.68,
,,,,,41.98,0.679,
,,,,,49.94,0.739,
,,,,,54.72,0.784,
,,,,,63.05,0.87,
,,,,,78.53,0.978,
,,,,,88.34,1.019,
,,,,,96.47,1.062,
,,,,,108.81,1.13,
,,,,,125.35,1.232,
,,,,,146.66,1.428,
,,,,,148.53,1.379,
,,,,,174.13,1.528,
,,,,,198.43,1.63,
,,,,,224.77,1.785,
,,,,,246.61,1.933,
,,,,,295.76,2.146,
,,,,,316.07,2.201,
,,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,0.0,,0.0,,,,0.0
,10.94,,10.94,,,,0.032
23.4,2.56,,13.501,,,,0.037
15.214,2.054,,15.555,,,,0.039
23.683,3.684,,19.238,,,,0.044
32.096,6.175,,25.413,,,,0.055
17.522,4.453,,29.866,,,,0.061
32.36,9.665,,39.53,,,,0.079
16.449,6.502,,46.033,,,,0.089
17.744,8.168,,54.201,,,,0.099
10.769,5.837,,60.037,,,,0.104
18.294,10.983,,71.021,,,,0.12
29.124,20.684,,91.705,,,,0.15
15.312,14.042,,105.747,,,,0.169
-15.325,-16.205,,89.541,,,,0.141
28.397,25.427,,114.968,,,,0.178
-4.598,-5.287,,109.681,,,,0.164
26.485,29.049,,138.731,,,,0.199
20.652,28.65,,167.381,,,,0.233
6.822,11.419,,178.799,,,,0.25
12.671,22.656,,201.455,,,,0.267
8.565,17.254,,218.709,,,,0.284
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,42.591,0.81,0.409,0.0
,0.0,0.0,0.0,38.965,0.75,0.354,0.0
,0.0,0.0,0.0,62.642,1.22,0.568,0.0
,0.0,0.0,0.0,81.73,1.61,0.754,0.0
,0.0,0.0,0.0,138.017,2.75,1.233,0.0
,0.234,11.616,0.234,179.955,3.63,1.683,0.017
224.006,0.525,37.094,0.759,176.87,3.62,1.646,0.052
27.222,0.207,46.367,0.966,192.503,4.01,1.747,0.064
32.442,0.313,60.205,1.279,163.781,3.48,1.516,0.084
38.588,0.494,81.846,1.773,122.802,2.66,1.133,0.117
45.341,0.804,117.021,2.577,104.454,2.3,0.984,0.171
19.053,0.491,137.211,3.068,110.032,2.46,1.021,0.197
-2.799,-0.086,131.186,2.982,128.909,2.93,1.255,0.194
-2.022,-0.06,126.406,2.921,132.4,3.06,1.331,0.188
2.783,0.081,127.943,3.003,144.442,3.39,1.403,0.192
-20.515,-0.616,100.199,2.387,139.797,3.33,1.443,0.149
-22.239,-0.531,76.707,1.856,143.827,3.48,1.414,0.116
-1.175,-0.022,74.589,1.834,137.859,3.39,1.356,0.114
-9.748,-0.179,66.27,1.655,140.116,3.5,1.398,0.102
-8.546,-0.141,59.703,1.514,127.775,3.24,1.297,0.09
-20.545,-0.311,46.859,1.203,123.88,3.18,1.267,0.076
2.668,0.032,47.643,1.235,119.208,3.09,1.251,0.078
7.797,0.096,50.855,1.331,116.513,3.05,1.212,0.08
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,9.608,0.074,147.16,1.13,2.292,0.022
10.994,0.008,10.559,0.082,156.015,1.21,2.411,0.023
10.756,0.009,11.567,0.091,167.074,1.31,2.623,0.026
14.952,0.014,13.189,0.104,169.507,1.34,2.609,0.03
-29.491,-0.031,9.264,0.074,149.962,1.19,2.284,0.021
78.512,0.058,16.512,0.131,231.525,1.84,3.335,0.036
-1.926,-0.003,16.172,0.129,197.285,1.57,2.931,0.035
18.427,0.024,19.131,0.152,212.123,1.69,3.035,0.041
2.3,0.004,19.549,0.156,228.189,1.82,3.255,0.041
17.708,0.028,22.966,0.184,200.216,1.6,2.67,0.047
7.854,0.014,24.711,0.198,191.001,1.53,2.556,0.051
14.715,0.029,28.244,0.227,207.721,1.67,2.735,0.056
3.459,0.008,29.079,0.235,188.142,1.52,2.505,0.058
3.776,0.009,30.024,0.244,203.199,1.65,2.842,0.059
1.944,0.005,30.417,0.249,233.747,1.91,3.084,0.059
280.443,0.697,114.933,0.946,295.368,2.43,3.768,0.222
259.239,2.451,410.849,3.397,390.674,3.23,5.186,0.807
16.437,0.558,476.824,3.955,489.468,4.06,6.454,0.96
21.561,0.853,577.792,4.808,499.932,4.16,6.45,1.145
26.899,1.293,731.296,6.101,513.009,4.28,6.456,1.5
-2.533,-0.155,711.078,5.947,535.704,4.48,6.597,1.415
0.5,0.03,712.217,5.976,543.426,4.56,7.324,1.509
-1.058,-0.063,701.47,5.913,555.184,4.68,6.812,1.426
-12.0,-0.71,613.661,5.204,554.275,4.7,7.277,1.265
24.276,1.263,756.699,6.467,532.409,4.55,7.384,1.638
19.112,1.236,891.271,7.703,538.044,4.65,7.518,1.951
-17.12,-1.319,730.732,6.384,547.13,4.78,7.326,1.565
-12.77,-0.815,632.997,5.569,559.25,4.92,7.298,1.335
4.462,0.248,658.024,5.817,557.66,4.93,7.58,1.425
0.591,0.034,658.971,5.852,524.778,4.66,6.576,1.364
-14.95,-0.875,558.705,4.977,515.28,4.59,6.634,1.241
0.393,0.02,560.002,4.996,502.125,4.48,6.692,1.238
-4.431,-0.221,534.141,4.775,404.939,3.62,5.596,1.251
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.067,0.01,0.026,
,,,,0.067,0.01,0.024,
,,,,0.132,0.02,0.044,
,,,,0.195,0.03,0.06,
,,,,0.192,0.03,0.057,
,,,,0.19,0.03,0.054,
,,,,0.188,0.03,0.046,
,,,,0.185,0.03,0.044,
,,,,0.183,0.03,0.041,
,,,,0.181,0.03,0.038,
,,,,0.179,0.03,0.04,
,,,,0.177,0.03,0.037,
,,,,0.175,0.03,0.035,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,2.025,0.02,0.067,0.0
,0.0,0.0,0.0,3.053,0.03,0.1,0.0
,0.082,8.4,0.082,7.152,0.07,0.213,0.028
187.5,0.154,24.226,0.236,6.149,0.06,0.211,0.084
65.217,0.154,40.133,0.391,7.193,0.07,0.213,0.128
-18.421,-0.072,32.823,0.319,8.241,0.08,0.265,0.106
6.452,0.021,34.988,0.339,8.253,0.08,0.276,0.104
-21.212,-0.072,27.574,0.267,14.446,0.14,0.473,0.091
7.692,0.021,29.687,0.288,14.442,0.14,0.429,0.098
-21.429,-0.062,23.309,0.226,14.432,0.14,0.437,0.085
-9.091,-0.021,21.174,0.206,15.451,0.15,0.475,0.075
0.0,0.0,21.174,0.206,16.481,0.16,0.493,0.074
-30.0,-0.062,14.841,0.144,21.659,0.21,0.573,0.047
14.286,0.021,16.999,0.164,24.809,0.24,0.637,0.053
-3.766,-0.006,16.427,0.158,52.939,0.51,1.409,0.055
-3.951,-0.006,15.869,0.152,56.378,0.54,1.231,0.05
-100.0,-0.152,0.0,0.0,,,,0.0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,0.0,28.114,0.28,0.398,0.0
,0.0,0.0,0.0,30.039,0.3,0.421,0.0
,0.0,0.0,0.0,26.956,0.27,0.378,0.0
,0.0,0.0,0.0,24.891,0.25,0.357,0.0
,0.0,0.0,0.0,24.828,0.25,0.35,0.0
,0.0,0.0,0.0,31.698,0.32,0.435,0.0
,0.0,0.0,0.0,30.623,0.31,0.413,0.0
,0.0,0.0,0.0,27.573,0.28,0.36,0.0
,0.0,0.0,0.0,35.334,0.36,0.439,0.0
,0.0,0.0,0.0,48.903,0.5,0.6,0.0
,0.0,0.0,0.0,55.532,0.57,0.688,0.0
,0.0,0.0,0.0,58.2,0.6,0.763,0.0
,0.0,0.0,0.0,69.528,0.72,0.89,0.0
