biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,203.71,0.16,8.247,
,,,,213.701,0.17,8.095,
,,,,173.859,0.14,6.731,
,,,,184.051,0.15,6.912,
,,,,266.821,0.22,9.244,
,,,,287.886,0.24,9.6,
,,,,354.874,0.3,11.858,
,,,,348.591,0.3,11.628,
,,,,377.581,0.33,12.268,
,,,,362.353,0.32,11.511,
,,,,359.492,0.32,11.189,
,,,,379.196,0.34,11.765,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.449,0.01,0.018,
,,,,0.451,0.01,0.019,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.474,0.01,0.017,
,,,,0.0,0.0,0.0,
,,23.08,0.479,1.928,0.04,0.065,0.106
158.867,0.761,60.171,1.239,0.971,0.02,0.031,0.274
48.036,0.595,89.645,1.835,0.489,0.01,0.017,0.464
-27.806,-0.51,65.136,1.325,5.409,0.11,0.181,0.332
63.413,0.84,107.046,2.164,9.891,0.2,0.323,0.53
-6.63,-0.144,100.362,2.021,10.429,0.21,0.357,0.514
-12.013,-0.243,88.616,1.778,12.459,0.25,0.427,0.485
-13.256,-0.236,77.141,1.543,25.005,0.5,0.767,0.405
18.959,0.292,92.18,1.835,26.123,0.52,0.789,0.48
56.266,1.032,144.834,2.867,26.771,0.53,0.821,0.75
11.063,0.317,161.665,3.185,26.905,0.53,0.829,0.819
6.866,0.219,173.577,3.403,22.441,0.44,0.683,0.858
26.483,0.901,220.473,4.305,25.609,0.5,0.845,1.111
16.894,0.727,258.809,5.032,28.289,0.55,0.989,1.362
-7.697,-0.387,240.292,4.644,33.629,0.65,1.099,1.199
-6.572,-0.305,220.723,4.339,32.555,0.64,1.137,1.203
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.477,0.07,0.008,
,,,,0.752,0.11,0.013,
,,,,1.099,0.16,0.019,
,,,,2.346,0.34,0.039,
,,,,2.91,0.42,0.047,
,,,,2.99,0.43,0.048,
,,,,3.349,0.48,0.051,
,,,,3.144,0.45,0.047,
,,,,3.215,0.46,0.047,
,,,,3.283,0.47,0.05,
,,,,3.56,0.51,0.052,
,,,,3.627,0.52,0.052,
,,,,3.272,0.47,0.046,
,,0.0,0.0,3.126,0.45,0.045,0.0
,0.0,0.0,0.0,3.604,0.52,0.052,0.0
,0.0,0.0,0.0,3.111,0.45,0.045,0.0
,0.394,2.716,0.394,2.894,0.42,0.041,0.005
100.0,0.394,5.42,0.788,3.369,0.49,0.047,0.01
49.147,0.387,8.072,1.176,3.296,0.48,0.046,0.014
40.668,0.478,11.348,1.654,3.362,0.49,0.046,0.02
19.331,0.32,13.554,1.974,3.296,0.48,0.046,0.024
34.338,0.678,18.272,2.651,3.377,0.49,0.044,0.03
37.167,0.985,25.131,3.637,3.386,0.49,0.044,0.045
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.798,0.01,1.163,
,,,,0.779,0.01,0.98,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,54.341,0.01,10.0,
,,,,53.896,0.01,9.091,
,,,,53.578,0.01,8.333,
,,,,53.346,0.01,9.091,
,,,,53.168,0.01,9.091,
,,,,53.013,0.01,9.091,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,5.152,0.05,3.472,
,,,,5.031,0.05,2.976,
,,,,4.911,0.05,2.793,
,,,,4.792,0.05,2.632,
,,,,4.673,0.05,2.513,
,,,,5.467,0.06,2.655,
,,,,5.327,0.06,2.632,
,,,,5.189,0.06,2.439,
,,,,4.211,0.05,1.931,
,,,,4.1,0.05,1.887,
,,,,11.971,0.15,5.319,
,,,,10.873,0.14,4.895,
,,,,11.336,0.15,4.747,
,,,,11.033,0.15,4.545,
,,,,11.453,0.16,4.396,
,,,,12.538,0.18,4.627,
,,,,8.135,0.12,2.878,
,,,,7.917,0.12,2.679,
,,,,7.063,0.11,2.355,
,,,,6.25,0.1,1.934,
,,,,5.476,0.09,1.721,
,,,,5.333,0.09,1.601,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,1.317,0.01,0.028,
,,,,2.643,0.02,0.051,
,,,,2.651,0.02,0.06,
,,,,2.66,0.02,0.053,
,,,,4.004,0.03,0.078,
,,,,10.717,0.08,0.22,
,,,,13.452,0.1,0.273,
,,,,18.916,0.14,0.38,
,,,,25.822,0.19,0.51,
,,,,34.262,0.25,0.666,
,,,,31.85,0.23,0.636,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,4.201,0.03,15.789,
,,,,2.734,0.02,10.526,
,,,,4.003,0.03,13.636,
,,,,3.907,0.03,13.043,
,,,,2.544,0.02,7.692,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,25.556,0.14,0.307,
,,,,43.084,0.24,0.511,
,,,,60.177,0.34,0.71,
,,,,66.527,0.38,0.774,
,,,,65.921,0.38,0.764,
,,,,73.952,0.43,0.851,
,,,,63.071,0.37,0.715,
,,,,55.839,0.33,0.649,
,,,,63.962,0.38,0.711,
,,,,63.591,0.38,0.694,
,,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,,,,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.339,63.084,0.339,27.899,0.15,0.471,0.151
-90.91,-0.308,5.735,0.031,27.906,0.15,0.466,0.014
-33.333,-0.01,3.824,0.021,18.607,0.1,0.323,0.009
-50.0,-0.01,1.912,0.01,3.721,0.02,0.066,0.005
1000.161,0.103,21.029,0.113,5.58,0.03,0.096,0.05
313.167,0.354,86.867,0.467,74.388,0.4,1.282,0.212
47.885,0.224,128.436,0.691,87.387,0.47,1.689,0.334
21.498,0.149,155.954,0.839,96.625,0.52,1.81,0.396
16.725,0.14,181.791,0.98,100.205,0.54,2.086,0.509
14.4,0.141,207.681,1.121,122.303,0.66,2.407,0.545
19.133,0.214,247.13,1.335,151.776,0.82,2.907,0.675
-18.133,-0.242,202.07,1.093,173.775,0.94,3.329,0.576
8.463,0.092,218.949,1.186,168.06,0.91,3.2,0.609
33.304,0.395,291.608,1.58,262.013,1.42,5.251,0.873
9.755,0.154,319.766,1.735,306.022,1.66,6.255,0.948
-5.519,-0.096,301.744,1.639,318.53,1.73,6.484,0.887
3.634,0.06,312.237,1.698,312.533,1.7,6.229,0.873
-0.543,-0.009,310.124,1.689,299.261,1.63,6.135,0.883
4.805,0.081,324.598,1.77,309.868,1.69,5.995,0.958
0.402,0.007,325.737,1.777,306.047,1.67,5.858,0.981
4.466,0.079,340.852,1.857,337.762,1.84,6.204,0.951
4.595,0.085,344.142,1.942,303.006,1.71,6.397,1.016
,,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,15.104,0.03,0.226,0.0
,0.0,0.0,0.0,35.276,0.07,0.514,0.0
,0.0,0.0,0.0,35.309,0.07,0.483,0.0
,0.0,0.0,0.0,50.409,0.1,0.685,0.0
,0.0,0.0,0.0,60.319,0.12,0.868,0.0
,0.0,0.0,0.0,60.098,0.12,0.786,0.0
,0.0,0.0,0.0,54.869,0.11,0.728,0.0
,0.051,25.523,0.051,54.629,0.11,0.728,0.06
214.463,0.11,79.877,0.162,54.369,0.11,0.731,0.189
77.42,0.125,140.965,0.287,142.574,0.29,1.767,0.306
22.494,0.064,171.699,0.351,92.883,0.19,1.159,0.406
48.133,0.169,252.895,0.52,106.937,0.22,1.353,0.6
-20.301,-0.106,200.76,0.415,121.039,0.25,1.57,0.493
43.25,0.179,287.044,0.594,130.475,0.27,1.736,0.727
15.542,0.092,331.174,0.686,125.46,0.26,1.646,0.849
-27.383,-0.188,240.193,0.498,120.486,0.25,1.458,0.601
-30.829,-0.154,165.67,0.345,124.948,0.26,1.757,0.461
-37.093,-0.128,103.762,0.217,133.97,0.28,1.725,0.271
29.918,0.065,134.267,0.282,133.435,0.28,1.745,0.349
198.667,0.56,399.577,0.841,123.461,0.26,1.613,1.02
30.595,0.257,520.103,1.099,118.321,0.25,1.573,1.372
-1.657,-0.018,510.341,1.081,127.5,0.27,1.599,1.397
10.247,0.111,562.168,1.191,127.394,0.27,1.732,1.554
-26.788,-0.319,411.491,0.872,136.803,0.29,2.185,1.197
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,0.0,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
