hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy
-21.014,-2.401,9.025,208.795,3.052,617.403,,9.123
-6.127,-0.553,8.472,191.538,2.865,566.375,,7.868
7.888,0.668,9.14,202.131,3.091,597.699,,6.759
17.632,1.612,10.752,232.817,3.636,688.438,,7.442
-6.518,-0.701,10.051,213.319,3.399,630.783,,5.953
38.423,3.862,13.913,289.647,4.705,856.483,,8.605
11.817,1.644,15.557,317.851,5.261,939.882,,8.734
-18.609,-2.895,12.662,253.961,4.282,750.961,,5.838
-6.049,-0.766,11.896,234.284,4.023,692.774,,4.998
23.44,2.788,14.684,284.049,4.966,839.93,,5.223
-8.035,-1.18,13.505,256.667,4.567,758.962,,4.525
-35.932,-4.852,8.652,161.655,2.926,478.012,,2.75
63.739,5.515,14.167,260.372,4.791,769.919,,4.808
-0.204,-0.029,14.138,255.778,4.781,756.332,,4.297
4.32,0.611,14.749,262.844,4.988,777.226,,4.053
-12.079,-1.781,12.967,227.817,4.385,673.651,,3.416
36.846,4.778,17.745,307.563,6.001,909.46,10.802,4.466
2.146,0.381,18.126,310.19,6.13,917.23,9.834,4.192
-10.13,-1.836,16.29,275.504,5.509,814.661,7.963,3.48
-15.159,-2.469,13.821,231.249,4.674,683.802,6.129,2.673
4.056,0.561,14.381,238.353,4.863,704.808,5.786,2.621
31.207,4.488,18.869,309.974,6.381,916.59,7.075,3.228
-39.609,-7.474,11.395,185.534,3.854,548.621,3.886,1.844
70.124,7.991,19.386,312.902,6.556,925.248,6.212,2.952
-37.327,-7.236,12.15,194.494,4.109,575.117,3.567,1.749
23.187,2.817,14.967,237.704,5.062,702.887,4.061,2.03
-4.387,-0.657,14.31,225.555,4.839,666.963,3.636,1.826
-1.992,-0.285,14.025,219.46,4.743,648.94,3.341,1.719
10.593,1.486,15.511,241.007,5.245,712.655,3.486,1.795
18.232,2.828,18.339,283.013,6.202,836.867,3.8,2.002
-18.556,-3.403,14.936,228.996,5.051,677.14,2.988,1.559
-9.722,-1.452,13.484,205.454,4.56,607.523,2.526,1.323
11.63,1.47,14.954,227.913,5.09,669.598,2.759,1.423
-45.408,-6.843,8.111,123.723,2.78,360.983,1.424,0.74
9.198,0.689,8.8,134.108,3.03,389.51,1.477,0.768
5.779,0.449,9.25,141.39,3.21,407.421,1.493,0.774
26.839,2.408,11.658,178.538,4.07,511.4,1.82,0.963
0.417,-0.025,11.633,178.798,4.09,508.548,1.766,0.936
8.052,0.858,12.491,192.657,4.42,544.459,1.848,0.965
-2.545,-0.394,12.098,187.405,4.31,526.021,1.835,0.967
-12.934,-1.63,10.468,162.732,3.75,454.255,1.654,0.859
11.894,1.173,11.641,181.518,4.19,504.311,1.717,0.891
-4.634,-0.607,11.034,172.838,4.0,476.767,1.605,0.849
41.749,4.512,15.546,244.038,5.67,669.085,2.292,1.207
-4.351,-0.766,14.78,232.316,5.42,633.495,2.175,1.123
-20.377,-3.082,11.698,184.438,4.32,499.413,1.682,0.87
3.527,0.34,12.038,190.115,4.47,511.99,1.752,0.896
46.797,5.529,17.567,278.031,6.56,744.531,2.515,1.299
-16.995,-3.071,14.496,230.298,5.45,612.531,2.042,1.073
-17.721,-2.639,11.857,188.821,4.48,499.745,1.646,0.866
23.724,2.759,14.616,232.991,5.54,614.69,2.044,1.087
-45.55,-6.687,7.929,126.776,3.02,332.858,1.091,0.607
14.902,1.148,9.077,145.432,3.47,380.448,1.206,0.656
68.244,6.139,15.217,244.838,5.85,636.854,2.052,1.145
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,2195.122,13.77,,98.498,
,,,2193.854,14.06,,98.805,
,,,2294.49,15.01,,99.141,
,,,2423.381,16.17,,99.02,
,,,2378.99,16.18,,99.142,
,,,2424.539,16.8,,99.291,
,,,2342.214,16.53,,98.628,
,,,2356.575,16.94,,97.806,
,,,2271.786,16.64,,97.94,
,,,2107.489,15.74,,98.622,
,,,2130.734,16.24,,99.816,
,,,2060.42,16.04,,99.751,
,,,2102.714,16.73,,99.583,
,,,2077.031,16.9,,99.764,
,,,1902.393,15.84,,99.062,
,,,1974.41,16.83,,99.117,
,,,1887.609,16.47,,96.712,
,,,1900.167,16.96,,94.855,
,,,1994.932,18.21,,93.48,
,,,2053.12,19.17,,93.103,
,,,1897.684,18.11,,91.789,
,,,1846.139,18.0,,91.232,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,61.514,2.12,,87.243,
,,,72.852,2.58,,94.853,
,,,73.996,2.69,,95.73,
,,,67.499,2.52,,96.183,
,,,60.739,2.33,,82.042,
,,,44.625,1.76,,51.312,
,,,35.008,1.42,,42.9,
,,,59.928,2.5,,61.576,
,,,61.114,2.62,,61.502,
,,,59.375,2.61,,56.009,
,,,59.188,2.67,,51.845,
,,,42.442,1.97,,39.321,
,,,36.622,1.75,,31.993,
,,,34.515,1.7,,29.463,
,,,50.379,2.56,,42.105,
,,,39.777,2.09,,31.86,
,,,43.013,2.34,,33.572,
,,,41.41,2.33,,33.238,
,,,38.044,2.21,,30.609,
,,,41.421,2.48,,32.675,
,,,50.888,3.14,,39.201,
,,,47.178,3.0,,36.675,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,2.487,27.181,0.841,80.375,,
26.516,0.659,3.146,33.371,1.064,98.678,,
28.571,0.899,4.045,41.657,1.368,123.18,,
2.705,0.109,4.155,41.559,1.405,122.89,,
-25.552,-1.062,3.093,30.068,1.046,88.911,,
70.841,2.191,5.284,49.928,1.787,147.636,,
14.605,0.772,6.056,55.64,2.048,164.527,,
-15.625,-0.946,5.11,45.673,1.728,135.054,,
8.796,0.449,5.559,48.363,1.88,143.008,,
30.745,1.709,7.268,61.603,2.458,182.158,,
38.283,2.783,10.051,83.088,3.399,245.69,,
7.002,0.704,10.755,86.839,3.637,256.782,,
-10.228,-1.1,9.655,76.207,3.265,225.343,,
-35.375,-3.415,6.239,48.166,2.11,142.427,,
54.645,3.409,9.649,72.9,3.263,215.564,,
-60.987,-5.884,3.764,27.833,1.273,82.301,,
133.621,5.03,8.794,63.646,2.974,188.2,,6.015
28.985,2.549,11.343,80.419,3.836,237.797,,7.571
-4.588,-0.52,10.823,75.199,3.66,222.364,,6.589
11.503,1.245,12.067,82.217,4.081,243.116,,6.626
-9.556,-1.153,10.914,72.952,3.691,215.718,16.027,5.736
49.87,5.443,16.357,107.324,5.532,317.356,22.423,8.075
-26.673,-4.363,11.994,77.292,4.056,228.552,14.196,5.187
-8.334,-1.0,10.995,69.614,3.718,205.849,11.471,4.225
48.251,5.305,16.3,101.469,5.512,300.043,14.757,5.412
-11.104,-1.81,14.49,88.724,4.9,262.357,11.108,4.092
-8.056,-1.167,13.322,80.309,4.505,237.474,8.989,3.41
-7.689,-1.024,12.298,73.042,4.159,215.984,7.293,2.877
-13.139,-1.616,10.682,62.526,3.613,184.888,5.704,2.203
21.899,2.339,13.021,75.134,4.404,222.17,6.193,2.389
49.719,6.474,19.495,110.947,6.593,328.069,8.268,3.168
9.434,1.839,21.335,119.828,7.215,354.331,8.294,3.064
-1.843,-0.393,20.941,116.119,7.082,343.363,7.643,2.857
-28.144,-5.894,15.048,82.416,5.089,243.705,5.684,2.229
-32.997,-4.965,10.082,54.605,3.41,161.466,3.779,1.409
72.786,7.339,17.421,93.393,5.89,276.231,6.579,2.348
4.802,0.718,18.139,96.937,6.17,284.98,6.445,2.318
19.315,3.364,21.503,114.757,7.37,334.818,7.255,2.535
-2.161,-0.599,20.903,111.305,7.21,322.698,6.616,2.292
-18.195,-3.912,16.991,90.337,5.9,260.156,5.039,1.716
-3.818,-0.752,16.239,86.142,5.67,246.712,4.61,1.59
40.183,6.382,22.621,119.874,7.95,341.093,6.152,2.168
0.142,-0.109,22.512,119.114,7.96,336.867,6.016,2.086
-12.695,-2.98,19.532,103.226,6.95,290.099,5.096,1.81
0.216,-0.079,19.453,102.782,6.97,286.864,5.081,1.755
-23.242,-4.613,14.84,78.365,5.35,217.376,3.56,1.257
48.406,7.049,21.89,115.408,7.93,318.568,5.389,1.806
6.255,1.228,23.118,121.897,8.43,334.281,5.364,1.776
-35.809,-8.368,14.75,77.754,5.41,211.993,3.368,1.127
-4.592,-0.762,13.989,73.755,5.16,199.949,3.167,1.035
-27.168,-3.861,10.128,53.489,3.76,144.073,2.255,0.733
-5.788,-0.643,9.485,50.137,3.54,134.334,1.991,0.672
32.291,2.989,12.474,66.151,4.69,175.942,2.58,0.868
62.08,7.626,20.1,106.85,7.6,282.585,4.174,1.356
-16.942,-3.467,16.633,88.49,6.31,233.255,3.31,1.122
-28.053,-4.71,11.923,63.518,4.54,166.811,2.533,0.864
0.003,-0.043,11.88,65.362,4.68,165.915,2.504,0.854
45.349,5.324,17.204,93.867,6.73,239.954,3.526,1.223
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,19.968,0.1,,58.824,
,,,9.717,0.05,,41.667,
,,,17.04,0.09,,60.0,
,,,22.136,0.12,,70.588,
,,,14.375,0.08,,44.444,
,,,12.256,0.07,,38.889,
,,,15.321,0.09,,42.857,
,,,14.882,0.09,,50.0,
,,,14.464,0.09,,75.0,
,,,17.191,0.11,,78.571,
,,,13.695,0.09,,52.941,
,,,14.818,0.1,,83.333,
,,,12.993,0.09,,81.818,
,,,5.629,0.04,,40.0,
,,,16.465,0.12,,60.0,
,,,8.029,0.06,,16.216,
,,,26.105,0.2,,46.512,
,,,26.742,0.21,,27.273,
,,,24.855,0.2,,35.088,
,,,29.115,0.24,,34.286,
,,,16.583,0.14,,24.138,
,,,17.351,0.15,,23.81,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,6.065,0.06,,0.602,
,,,5.002,0.05,,0.467,
,,,5.944,0.06,,0.539,
,,,15.696,0.16,,1.371,
,,,14.574,0.15,,1.221,
,,,13.477,0.14,,1.079,
,,,8.585,0.09,,0.678,
,,,4.726,0.05,,0.387,
,,,2.809,0.03,,0.222,
,,,7.418,0.08,,0.557,
,,,4.589,0.05,,0.334,
,,,4.532,0.05,,0.326,
,,,9.844,0.11,,0.655,
,,,5.31,0.06,,0.351,
,,,4.375,0.05,,0.28,
,,,6.057,0.07,,0.381,
,,,4.279,0.05,,0.27,
,,,1.693,0.02,,0.104,
,,,1.676,0.02,,0.102,
,,,5.809,0.07,,0.341,
,,,4.111,0.05,,0.255,
,,,4.893,0.06,,0.287,
,,,4.856,0.06,,0.296,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,6.443,69.451,2.179,205.367,,
7.302,0.47,6.914,72.673,2.338,214.894,,
1.869,0.129,7.043,72.118,2.382,213.252,,
33.294,2.345,9.388,93.696,3.175,277.058,,
8.508,0.799,10.187,99.214,3.445,293.374,,
-11.963,-1.219,8.968,85.332,3.033,252.327,,
-13.934,-1.25,7.718,71.788,2.61,212.276,,
22.757,1.756,9.475,86.162,3.204,254.78,,
-18.75,-1.777,7.698,68.46,2.603,202.434,,
28.901,2.225,9.923,86.349,3.356,255.332,,
75.922,7.534,17.457,148.804,5.904,440.013,,
41.859,7.307,24.764,206.78,8.375,611.447,,
2.358,0.584,25.348,207.132,8.572,612.488,,
8.895,2.255,27.603,220.721,9.335,652.671,,
10.221,2.821,30.424,238.238,10.289,704.467,,
10.296,3.132,33.557,257.393,11.348,761.107,,
11.173,3.749,37.306,280.471,12.616,829.349,,
12.291,4.585,41.891,308.307,14.167,911.66,,12.745
-19.934,-8.351,33.54,241.198,11.343,713.221,,9.873
18.37,6.161,39.701,279.094,13.426,825.277,,11.099
-10.289,-4.085,35.617,244.936,12.045,724.273,35.2,9.225
-1.43,-0.509,35.107,236.393,11.873,699.013,29.91,8.345
56.813,19.945,55.053,363.273,18.618,1074.194,41.977,11.479
55.494,30.551,85.604,553.785,28.95,1637.536,60.25,16.232
-38.032,-32.556,53.047,336.545,17.94,995.159,34.471,10.248
29.031,15.4,68.447,426.146,23.15,1259.978,40.233,12.179
-2.006,-1.373,67.074,409.97,22.68,1212.452,37.649,11.691
17.126,11.487,78.561,471.919,26.57,1395.354,39.451,13.022
27.789,21.831,100.392,592.537,33.95,1752.172,45.996,15.311
-9.911,-9.95,90.442,524.608,30.59,1551.051,39.053,14.244
16.2,14.652,105.094,599.27,35.54,1772.08,41.206,14.79
13.883,14.591,119.685,671.213,40.47,1985.026,42.663,15.441
-1.628,-1.949,117.736,649.832,39.82,1921.357,38.548,14.521
6.06,7.135,124.871,678.479,42.23,2006.206,38.035,15.018
-17.882,-22.33,102.541,548.859,34.68,1622.853,29.784,12.665
-10.955,-11.234,91.307,481.645,30.88,1424.151,24.837,10.56
-22.244,-20.771,70.536,368.976,24.01,1083.968,19.65,8.978
40.291,27.781,98.317,510.391,33.68,1489.914,26.226,11.437
4.886,4.143,102.46,528.36,35.33,1532.287,25.323,11.256
30.44,30.337,132.797,679.796,46.08,1959.092,30.773,13.623
-14.155,-19.519,113.278,575.797,39.56,1648.767,24.488,11.365
11.839,12.615,125.893,635.62,44.24,1808.768,25.112,11.384
-18.971,-24.52,101.372,508.735,35.85,1438.543,18.729,8.632
-7.199,-7.882,93.49,466.484,33.27,1310.84,16.777,7.934
8.081,6.931,100.421,497.884,35.96,1390.385,18.467,8.409
44.043,43.341,143.762,707.695,51.8,1964.092,24.543,11.411
1.049,0.622,144.384,705.639,52.34,1946.562,22.828,10.727
10.559,14.278,158.662,768.623,57.86,2107.698,24.171,11.1
2.688,3.284,161.946,775.96,59.42,2114.833,24.772,11.412
-31.598,-51.835,110.11,520.278,40.64,1409.647,16.151,7.531
65.202,70.711,180.822,843.104,67.15,2270.315,25.699,11.254
0.127,-0.842,179.98,829.801,67.23,2221.439,24.564,10.667
-13.405,-25.043,154.936,709.223,58.22,1887.4,19.64,8.668
2.954,3.645,158.581,723.832,59.94,1915.013,19.726,8.972
48.19,75.554,234.134,1063.946,88.82,2804.62,29.334,12.764
-12.079,-29.036,205.098,928.146,78.09,2437.715,25.568,11.373
-28.386,-58.756,146.342,659.743,55.93,1726.236,16.775,7.566
20.15,28.846,175.189,786.138,67.09,2052.802,20.574,8.994
,,0.009,0.924,0.003,2.732,0.027,0.006
0.0,0.0,0.009,0.899,0.003,2.659,0.024,0.005
0.0,0.0,0.009,0.875,0.003,2.586,0.023,0.005
0.0,0.0,0.009,0.851,0.003,2.517,0.023,0.005
0.0,0.0,0.009,0.828,0.003,2.45,0.021,0.005
0.0,0.0,0.009,0.806,0.003,2.384,0.021,0.006
0.0,0.0,0.009,0.785,0.003,2.321,0.02,0.006
40.0,0.004,0.012,1.07,0.004,3.163,0.032,0.008
19.048,0.002,0.015,1.24,0.005,3.667,0.04,0.012
-20.0,-0.003,0.012,0.968,0.004,2.862,0.038,0.009
0.0,0.0,0.012,0.946,0.004,2.798,0.04,0.011
25.0,0.003,0.015,1.162,0.005,3.437,0.049,0.009
0.0,0.0,0.015,1.146,0.005,3.388,0.053,
20.0,0.003,0.018,1.354,0.006,4.004,0.064,
-16.667,-0.003,0.015,1.111,0.005,3.285,0.056,
-36.92,-0.005,0.009,0.0,0.0,2.041,0.0,
0.0,-0.0,0.009,0.0,0.0,1.999,0.0,
0.0,-0.0,0.009,0.0,0.0,1.959,0.0,
0.0,-0.0,0.009,0.0,0.0,1.922,0.0,
0.0,-0.0,0.009,0.0,0.0,1.886,0.0,
0.0,-0.0,0.009,0.0,0.0,1.848,0.0,
0.0,-0.0,0.009,0.0,0.0,1.812,0.0,
0.0,-0.0,0.009,0.0,0.0,1.775,0.0,
0.0,-0.0,0.009,0.0,0.0,1.738,0.0,
0.0,-0.0,0.009,0.0,0.0,1.7,0.0,
0.0,-0.0,0.009,0.0,0.0,1.662,0.0,
0.0,-0.0,0.009,0.0,0.0,1.623,0.0,
0.0,-0.0,0.009,0.0,0.0,1.584,0.0,
0.0,-0.0,0.009,0.0,0.0,1.546,0.0,
0.0,-0.0,0.009,0.0,0.0,1.509,0.0,
0.0,-0.0,0.008,0.0,0.0,1.473,0.0,
0.0,-0.0,0.008,0.0,0.0,1.439,0.0,
0.0,-0.0,0.008,0.0,0.0,1.406,0.0,
0.0,-0.0,0.008,0.0,0.0,1.376,0.0,
0.0,-0.0,0.008,0.0,0.0,1.35,0.0,
0.274,-0.0,0.008,0.0,0.0,1.329,0.0,
82.832,0.007,0.015,0.0,0.0,2.386,0.0,
0.0,-0.0,0.015,0.899,0.006,2.344,0.018,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,0.0,0.0,,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
